age,hp_kW,km,Gearing_Type,Gears,body_type,make_model,Fuel,Drive_chain,Weight_kg,Paint_Type,Upholstery_type,cons_comb,price
3.0,55.0,80000.0,Manual,5.0,Sedans,Opel Corsa,Diesel,front,1237.0,Metallic,Cloth,3.9,11998.400000000001
1.0,51.0,14500.0,Manual,5.0,Compact,Opel Corsa,Benzine,front,1135.0,Metallic,Cloth,5.6,11998.400000000001
3.0,66.0,67956.0,Manual,6.0,Sedans,Opel Corsa,Benzine,front,1199.0,Metallic,Cloth,4.6,11998.400000000001
3.0,55.0,39173.0,Manual,5.0,Compact,Opel Corsa,Diesel,front,1199.0,Metallic,Cloth,3.8,11998.400000000001
3.0,55.0,87998.0,Manual,5.0,Sedans,Opel Corsa,Diesel,front,1237.0,Metallic,Cloth,3.8,11984.0
3.0,55.0,47000.0,Manual,5.0,Compact,Opel Corsa,Diesel,front,1665.0,Metallic,Cloth,3.8,11992.0
3.0,55.0,46000.0,Manual,5.0,Compact,Opel Corsa,Diesel,front,1665.0,Metallic,Cloth,3.8,11992.0
3.0,55.0,103374.0,Manual,5.0,Sedans,Opel Corsa,Diesel,front,1237.0,Metallic,Cloth,3.8,11984.0
2.0,51.0,55000.0,Manual,5.0,Sedans,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.3,11984.0
3.0,51.0,19870.0,Manual,5.0,Sedans,Opel Corsa,Benzine,front,1135.0,Metallic,Cloth,5.4,11984.0
3.0,51.0,62064.0,Manual,5.0,Compact,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.6,11984.0
3.0,51.0,35922.0,Manual,5.0,Sedans,Opel Corsa,Benzine,front,1088.0,Metallic,Cloth,5.4,11984.0
3.0,51.0,55155.0,Manual,5.0,Sedans,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.3,11984.0
3.0,51.0,42374.0,Manual,5.0,Compact,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.6,11984.0
3.0,51.0,32684.0,Manual,5.0,Sedans,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.4,11984.0
3.0,51.0,22601.0,Manual,5.0,Sedans,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,6.3,11984.0
3.0,51.0,19651.0,Manual,5.0,Sedans,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.4,11984.0
3.0,51.0,33725.0,Manual,5.0,Sedans,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.4,11982.400000000001
3.0,51.0,62000.0,Manual,5.0,Compact,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.4,11984.0
3.0,51.0,34815.0,Manual,5.0,Sedans,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.4,11984.0
3.0,51.0,68717.0,Manual,5.0,Compact,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.4,11982.400000000001
3.0,51.0,35000.0,Manual,5.0,Sedans,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.4,11968.0
3.0,51.0,34900.0,Manual,5.0,Compact,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.4,11952.0
3.0,51.0,76635.0,Manual,5.0,Compact,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.4,11966.400000000001
3.0,51.0,27350.0,Manual,5.0,Compact,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.4,11966.400000000001
3.0,51.0,38105.0,Manual,5.0,Compact,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.4,11966.400000000001
3.0,51.0,33550.0,Manual,5.0,Compact,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.4,11936.0
3.0,51.0,32243.0,Manual,5.0,Sedans,Opel Corsa,Benzine,front,1135.0,Metallic,Cloth,5.4,11936.0
2.0,63.0,97000.0,Manual,5.0,Transporter,Opel Corsa,Diesel,front,1163.0,Uni/basic,Cloth,4.55,11920.0
3.0,51.0,12610.0,Manual,5.0,Compact,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.4,11968.0
3.0,70.0,99950.0,Manual,6.0,Compact,Opel Corsa,Diesel,front,1237.0,Metallic,Cloth,3.8,11920.0
3.0,70.0,92000.0,Manual,6.0,Compact,Opel Corsa,Diesel,front,1237.0,Metallic,Cloth,3.8,11920.0
3.0,51.0,36934.0,Manual,5.0,Compact,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.4,11920.0
3.0,70.0,99950.0,Manual,6.0,Compact,Opel Corsa,Diesel,front,1237.0,Metallic,Cloth,3.8,11920.0
3.0,66.0,91000.0,Manual,5.0,Sedans,Opel Corsa,Benzine,front,1615.0,Metallic,Cloth,5.1,11920.0
3.0,70.0,99950.0,Manual,6.0,Sedans,Opel Corsa,Diesel,front,1695.0,Metallic,Cloth,3.4,11920.0
3.0,70.0,87000.0,Manual,5.0,Sedans,Opel Corsa,Diesel,front,1259.0,Metallic,Cloth,3.8,11920.0
3.0,51.0,105000.0,Manual,5.0,Sedans,Opel Corsa,Benzine,front,1163.0,Uni/basic,Cloth,5.3,11680.0
3.0,55.0,58000.0,Manual,5.0,Compact,Opel Corsa,Diesel,front,1665.0,Metallic,Cloth,3.8,11992.0
3.0,51.0,59108.0,Manual,5.0,Compact,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.8,11968.0
3.0,51.0,34849.0,Manual,5.0,Compact,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,4.6,11920.0
3.0,51.0,38556.0,Manual,5.0,Compact,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.4,11920.0
3.0,51.0,45040.0,Manual,5.0,Compact,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.4,11664.0
3.0,51.0,58850.0,Manual,5.0,Compact,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.4,11664.0
3.0,51.0,19096.0,Manual,5.0,Compact,Opel Corsa,Benzine,front,1135.0,Metallic,Cloth,5.6,11648.0
3.0,51.0,64000.0,Manual,5.0,Compact,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.4,11600.0
3.0,51.0,31072.0,Manual,5.0,Compact,Opel Corsa,Benzine,front,1120.0,Metallic,Cloth,5.4,11600.0
3.0,70.0,99950.0,Manual,6.0,Compact,Opel Corsa,Diesel,front,1237.0,Metallic,Cloth,3.8,11600.0
3.0,70.0,99950.0,Manual,6.0,Compact,Opel Corsa,Diesel,front,1237.0,Metallic,Cloth,3.8,11600.0
3.0,70.0,99950.0,Manual,6.0,Compact,Opel Corsa,Diesel,front,1237.0,Metallic,Cloth,3.8,11600.0
3.0,51.0,43478.0,Manual,5.0,Compact,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.4,11600.0
3.0,51.0,59156.0,Manual,5.0,Compact,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.4,11552.0
3.0,51.0,100000.0,Manual,5.0,Sedans,Opel Corsa,Benzine,front,1163.0,Uni/basic,Cloth,5.3,11520.0
3.0,74.0,106820.0,Manual,6.0,Compact,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.1,11504.0
3.0,51.0,53000.0,Manual,5.0,Sedans,Opel Corsa,Benzine,front,1160.0,Metallic,Cloth,4.2,11520.0
3.0,51.0,38638.0,Manual,5.0,Compact,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.4,11920.0
3.0,55.0,70296.0,Manual,5.0,Coupe,Opel Corsa,Diesel,front,1199.0,Metallic,Cloth,3.7,11520.0
3.0,52.0,87429.0,Manual,5.0,Sedans,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.3,11488.0
2.0,51.0,72500.0,Manual,5.0,Compact,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.4,11504.0
3.0,51.0,35000.0,Manual,5.0,Coupe,Opel Corsa,Benzine,front,1120.0,Metallic,Cloth,5.3,11520.0
3.0,51.0,24100.0,Manual,5.0,Compact,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.4,11902.400000000001
3.0,51.0,33000.0,Manual,5.0,Sedans,Opel Corsa,Benzine,front,1135.0,Metallic,Cloth,5.8,11840.0
3.0,51.0,68103.0,Manual,5.0,Compact,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.4,11904.0
3.0,51.0,90000.0,Manual,5.0,Sedans,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.3,11840.0
3.0,51.0,9969.0,Manual,5.0,Sedans,Opel Corsa,Benzine,front,1120.0,Metallic,Cloth,5.4,11840.0
3.0,51.0,81500.0,Manual,5.0,Compact,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.4,11840.0
3.0,70.0,93000.0,Manual,5.0,Sedans,Opel Corsa,Diesel,front,1259.0,Metallic,Cloth,3.4,11832.0
3.0,55.0,54000.0,Manual,5.0,Sedans,Opel Corsa,Diesel,front,1120.0,Metallic,Cloth,3.7,11840.0
3.0,66.0,90800.0,Manual,5.0,Sedans,Opel Corsa,Benzine,front,1199.0,Metallic,Cloth,5.6,11824.0
3.0,51.0,52000.0,Manual,5.0,Compact,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.6,11824.0
3.0,51.0,28744.0,Manual,5.0,Compact,Opel Corsa,Benzine,front,1120.0,Metallic,Cloth,5.4,11760.0
3.0,51.0,57971.0,Manual,5.0,Compact,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.6,11760.0
3.0,51.0,86740.0,Manual,5.0,Sedans,Opel Corsa,Benzine,front,1120.0,Metallic,Cloth,5.4,11808.0
3.0,51.0,23580.0,Manual,5.0,Sedans,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.3,11680.0
3.0,70.0,83000.0,Manual,6.0,Sedans,Opel Corsa,Diesel,front,1237.0,Metallic,Cloth,3.8,11680.0
3.0,55.0,62000.0,Manual,5.0,Sedans,Opel Corsa,Diesel,front,1237.0,Metallic,Cloth,3.8,11680.0
3.0,52.0,87429.0,Manual,5.0,Sedans,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.3,11488.0
3.0,52.0,87429.0,Manual,5.0,Sedans,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.3,11488.0
3.0,55.0,149915.0,Manual,5.0,Compact,Opel Corsa,Diesel,front,1163.0,Metallic,Cloth,5.6,11444.800000000001
3.0,66.0,70000.0,Manual,5.0,Sedans,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.6,11200.0
3.0,55.0,57134.0,Manual,5.0,Compact,Opel Corsa,Diesel,front,1237.0,Metallic,Cloth,3.0,11440.0
2.0,66.0,55000.0,Manual,5.0,Sedans,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.1,11200.0
3.0,51.0,45000.0,Manual,5.0,Compact,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.4,11448.0
3.0,51.0,71000.0,Manual,5.0,Sedans,Opel Corsa,LPG/CNG,front,1163.0,Metallic,Cloth,5.3,11200.0
3.0,66.0,106275.0,Manual,5.0,Sedans,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.1,11440.0
2.0,55.0,35000.0,Manual,5.0,Sedans,Opel Corsa,Diesel,front,1163.0,Metallic,Cloth,5.3,11200.0
3.0,51.0,33600.0,Manual,5.0,Sedans,Opel Corsa,Benzine,front,1135.0,Metallic,Cloth,5.6,11200.0
3.0,55.0,87100.0,Manual,5.0,Compact,Opel Corsa,Diesel,front,1163.0,Metallic,Cloth,3.9,11198.400000000001
3.0,51.0,74000.0,Manual,5.0,Compact,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.4,11198.400000000001
3.0,51.0,54271.0,Manual,5.0,Compact,Opel Corsa,Benzine,front,1120.0,Metallic,Cloth,5.4,11184.0
3.0,51.0,53307.0,Manual,5.0,Sedans,Opel Corsa,Benzine,front,1088.0,Metallic,Cloth,5.4,11184.0
2.0,51.0,65351.0,Manual,5.0,Sedans,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.3,11184.0
3.0,51.0,46631.0,Manual,5.0,Sedans,Opel Corsa,Benzine,front,1135.0,Metallic,Cloth,5.4,11184.0
3.0,55.0,99200.0,Manual,5.0,Sedans,Opel Corsa,Diesel,front,1163.0,Metallic,Cloth,3.9,11184.0
3.0,51.0,33115.0,Manual,5.0,Compact,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.4,11171.2
3.0,70.0,99479.0,Manual,5.0,Compact,Opel Corsa,Diesel,front,1163.0,Metallic,Cloth,5.6,11168.0
3.0,51.0,50000.0,Manual,5.0,Compact,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.4,11168.0
3.0,51.0,34290.0,Manual,5.0,Compact,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.4,11168.0
3.0,70.0,94927.0,Manual,5.0,Compact,Opel Corsa,Diesel,front,1163.0,Metallic,Cloth,5.6,11168.0
3.0,51.0,94480.0,Manual,5.0,Compact,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.4,11166.400000000001
2.0,51.0,22465.0,Manual,5.0,Compact,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.4,11120.0
3.0,55.0,82000.0,Manual,5.0,Sedans,Opel Corsa,Diesel,front,1695.0,Metallic,Cloth,3.8,11120.0
3.0,66.0,86897.0,Manual,5.0,Compact,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.0,11104.0
3.0,66.0,85169.0,Manual,5.0,Compact,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.0,11104.0
3.0,66.0,84355.0,Manual,5.0,Compact,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.0,11104.0
3.0,51.0,91000.0,Manual,5.0,Compact,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.3,11040.0
3.0,66.0,85000.0,Manual,5.0,Sedans,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.6,11040.0
3.0,55.0,53000.0,Manual,5.0,Sedans,Opel Corsa,Diesel,front,1237.0,Metallic,Cloth,3.8,11040.0
3.0,51.0,96464.0,Manual,5.0,Compact,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.4,11040.0
3.0,51.0,20600.0,Manual,5.0,Sedans,Opel Corsa,Benzine,front,1135.0,Metallic,Cloth,5.6,11024.0
3.0,51.0,34379.0,Manual,5.0,Compact,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.4,11008.0
3.0,55.0,94000.0,Manual,5.0,Compact,Opel Corsa,Diesel,front,1199.0,Metallic,Cloth,3.0,11040.0
3.0,51.0,55000.0,Manual,5.0,Sedans,Opel Corsa,Benzine,front,1163.0,Uni/basic,Cloth,5.3,11038.400000000001
3.0,51.0,96800.0,Manual,5.0,Compact,Opel Corsa,Benzine,front,1135.0,Metallic,Cloth,5.8,11024.0
3.0,51.0,100000.0,Manual,5.0,Sedans,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.3,11040.0
2.0,66.0,5853.0,Automatic,5.0,Sedans,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,4.7,22208.0
0.0,66.0,6885.0,Automatic,6.0,Compact,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,6.0,22160.0
1.0,66.0,6950.0,Automatic,6.0,Sedans,Opel Corsa,Benzine,front,1156.0,Metallic,Cloth,5.6,22160.0
1.0,66.0,50.0,Automatic,6.0,Sedans,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.6,22134.4
1.0,66.0,450.0,Automatic,6.0,Compact,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.9,22160.0
2.0,66.0,7500.0,Automatic,6.0,Compact,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.9,22064.0
1.0,66.0,9450.0,Automatic,5.0,Compact,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,4.7,22144.0
1.0,66.0,30600.0,Automatic,6.0,Compact,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.6,22064.0
1.0,66.0,4824.0,Automatic,6.0,Compact,Opel Corsa,Benzine,front,1199.0,Metallic,Cloth,6.6,22064.0
1.0,66.0,7305.0,Automatic,6.0,Compact,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.9,22043.2
1.0,66.0,10590.0,Automatic,6.0,Compact,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,6.0,22043.2
3.0,51.0,42300.0,Manual,5.0,Sedans,Opel Corsa,Benzine,front,1135.0,Metallic,Cloth,5.6,10960.0
3.0,51.0,49559.0,Manual,5.0,Compact,Opel Corsa,Benzine,front,1120.0,Metallic,Cloth,5.4,10960.0
1.0,66.0,12835.0,Automatic,6.0,Compact,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.9,22043.2
3.0,51.0,34800.0,Manual,5.0,Compact,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.4,10960.0
3.0,51.0,58190.0,Manual,5.0,Sedans,Opel Corsa,Benzine,front,1088.0,Metallic,Cloth,5.4,10864.0
3.0,70.0,98190.0,Manual,5.0,Compact,Opel Corsa,Diesel,front,1163.0,Metallic,Cloth,5.6,10848.0
3.0,70.0,95969.0,Manual,5.0,Compact,Opel Corsa,Diesel,front,1163.0,Metallic,Cloth,5.6,10848.0
3.0,66.0,51933.0,Manual,5.0,Sedans,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.6,10720.0
3.0,55.0,142639.0,Manual,5.0,Compact,Opel Corsa,Diesel,front,1237.0,Metallic,Cloth,3.8,10848.0
3.0,51.0,72000.0,Manual,5.0,Compact,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.4,10704.0
3.0,51.0,55965.0,Manual,5.0,Compact,Opel Corsa,Benzine,front,1120.0,Metallic,Cloth,5.4,10656.0
3.0,70.0,115379.0,Manual,5.0,Compact,Opel Corsa,Diesel,front,1163.0,Metallic,Cloth,5.6,10528.0
3.0,55.0,69000.0,Manual,5.0,Sedans,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.2,10560.0
3.0,51.0,45600.0,Manual,5.0,Sedans,Opel Corsa,Benzine,front,1135.0,Metallic,Cloth,5.6,10400.0
2.0,51.0,56715.0,Manual,5.0,Sedans,Opel Corsa,Benzine,front,1120.0,Metallic,Cloth,5.4,10400.0
2.0,66.0,61000.0,Manual,5.0,Sedans,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.1,10398.400000000001
3.0,55.0,101000.0,Manual,5.0,Sedans,Opel Corsa,Diesel,front,1237.0,Metallic,Cloth,3.8,10384.0
3.0,55.0,81800.0,Manual,5.0,Sedans,Opel Corsa,Diesel,front,1163.0,Metallic,Cloth,5.3,10384.0
3.0,51.0,77920.0,Manual,5.0,Compact,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.4,10382.400000000001
3.0,51.0,95535.0,Manual,5.0,Compact,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.3,10368.0
3.0,51.0,95535.0,Manual,5.0,Compact,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.3,10368.0
3.0,51.0,95535.0,Manual,5.0,Compact,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.3,10368.0
3.0,51.0,49000.0,Manual,5.0,Sedans,Opel Corsa,Benzine,front,1135.0,Metallic,Cloth,5.6,10320.0
3.0,51.0,89639.0,Manual,5.0,Compact,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.3,10366.400000000001
3.0,51.0,55568.0,Manual,5.0,Compact,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.4,10240.0
3.0,51.0,63725.0,Manual,5.0,Sedans,Opel Corsa,Benzine,front,1135.0,Metallic,Cloth,5.4,10224.0
3.0,70.0,88895.0,Manual,5.0,Compact,Opel Corsa,Diesel,front,1163.0,Metallic,Cloth,5.6,10208.0
3.0,51.0,73519.0,Manual,5.0,Compact,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.4,10320.0
3.0,55.0,124000.0,Manual,5.0,Compact,Opel Corsa,Diesel,front,1199.0,Metallic,Cloth,3.0,10080.0
3.0,51.0,65000.0,Manual,5.0,Compact,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.6,10078.400000000001
3.0,51.0,86500.0,Manual,5.0,Compact,Opel Corsa,Benzine,front,1120.0,Metallic,Cloth,5.4,10064.0
1.0,66.0,11055.0,Automatic,6.0,Compact,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.9,21993.600000000002
2.0,66.0,10781.0,Automatic,6.0,Compact,Opel Corsa,Benzine,front,1199.0,Metallic,Cloth,6.0,22000.0
1.0,66.0,1738.0,Automatic,6.0,Compact,Opel Corsa,Benzine,front,1245.0,Metallic,Cloth,6.8,22000.0
0.0,66.0,505.0,Automatic,6.0,Compact,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.9,22000.0
2.0,66.0,15425.0,Automatic,6.0,Compact,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.9,21912.0
1.0,66.0,11325.0,Automatic,6.0,Compact,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.9,21993.600000000002
1.0,66.0,5192.0,Automatic,5.0,Sedans,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,4.7,21904.0
3.0,51.0,81000.0,Manual,5.0,Compact,Opel Corsa,Benzine,front,1135.0,Metallic,Cloth,5.6,10544.0
2.0,55.0,156000.0,Manual,5.0,Compact,Opel Corsa,Diesel,front,1163.0,Metallic,Cloth,3.9,10000.0
1.0,66.0,9900.0,Automatic,6.0,Compact,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,6.0,21904.0
3.0,55.0,161427.0,Manual,5.0,Sedans,Opel Corsa,Diesel,front,1163.0,Metallic,Cloth,5.3,9424.0
3.0,51.0,72000.0,Manual,5.0,Sedans,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.3,9520.0
3.0,55.0,143000.0,Manual,5.0,Sedans,Opel Corsa,Diesel,front,1237.0,Metallic,Cloth,3.8,8798.4
3.0,55.0,112413.0,Manual,5.0,Transporter,Opel Corsa,Diesel,front,1199.0,Uni/basic,Cloth,3.8,8960.0
3.0,55.0,157000.0,Manual,5.0,Compact,Opel Corsa,Diesel,front,1237.0,Metallic,Cloth,3.0,8784.0
3.0,55.0,73000.0,Manual,5.0,Transporter,Opel Corsa,Diesel,front,1199.0,Uni/basic,Cloth,3.8,8720.0
3.0,55.0,173021.0,Manual,5.0,Compact,Opel Corsa,Diesel,front,1163.0,Metallic,Cloth,3.9,8480.0
3.0,66.0,79000.0,Manual,5.0,Compact,Opel Corsa,Benzine,front,1141.0,Metallic,Cloth,5.2,7984.0
3.0,55.0,80000.0,Manual,5.0,Transporter,Opel Corsa,Diesel,front,1199.0,Uni/basic,Cloth,3.8,8400.0
3.0,70.0,179521.0,Manual,5.0,Sedans,Opel Corsa,Diesel,front,1163.0,Metallic,Cloth,3.2,7920.0
1.0,66.0,10.0,Automatic,6.0,Compact,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,6.6,22224.0
1.0,66.0,10115.0,Automatic,6.0,Compact,Opel Corsa,Benzine,front,1199.0,Metallic,Cloth,6.6,22224.0
1.0,66.0,23258.0,Automatic,6.0,Compact,Opel Corsa,Benzine,front,1199.0,Metallic,Cloth,6.0,22224.0
0.0,66.0,10.0,Automatic,6.0,Compact,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.9,22224.0
1.0,66.0,5865.0,Automatic,6.0,Compact,Opel Corsa,Benzine,front,1199.0,Metallic,Cloth,6.6,22224.0
1.0,66.0,6975.0,Automatic,6.0,Compact,Opel Corsa,Benzine,front,1199.0,Metallic,Cloth,6.6,22224.0
1.0,66.0,10115.0,Automatic,6.0,Compact,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,6.3,22224.0
1.0,66.0,7718.0,Automatic,6.0,Compact,Opel Corsa,Benzine,front,1199.0,Metallic,Cloth,6.6,22224.0
1.0,66.0,3978.0,Automatic,6.0,Compact,Opel Corsa,Benzine,front,1199.0,Metallic,Cloth,6.6,22224.0
1.0,66.0,8355.0,Automatic,6.0,Compact,Opel Corsa,Benzine,front,1199.0,Metallic,Cloth,6.6,22224.0
1.0,66.0,5900.0,Automatic,6.0,Compact,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,6.2,22224.0
1.0,66.0,7077.0,Automatic,6.0,Compact,Opel Corsa,Benzine,front,1199.0,Metallic,Cloth,6.6,22224.0
0.0,66.0,5977.0,Automatic,6.0,Compact,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,6.6,22224.0
1.0,66.0,7472.0,Automatic,6.0,Compact,Opel Corsa,Benzine,front,1199.0,Metallic,Cloth,6.6,22224.0
1.0,66.0,7110.0,Automatic,6.0,Compact,Opel Corsa,Benzine,front,1199.0,Metallic,Cloth,6.6,22224.0
1.0,66.0,19337.0,Automatic,6.0,Compact,Opel Corsa,Benzine,front,1163.0,Metallic,Part/Full Leather,6.0,22224.0
1.0,66.0,8930.0,Automatic,6.0,Compact,Opel Corsa,Benzine,front,1203.0,Metallic,Cloth,5.6,22224.0
1.0,66.0,9931.0,Automatic,6.0,Compact,Opel Corsa,Benzine,front,1199.0,Metallic,Cloth,6.6,22224.0
1.0,66.0,5034.0,Automatic,6.0,Compact,Opel Corsa,Benzine,front,1199.0,Metallic,Cloth,6.6,22224.0
3.0,66.0,4222.0,Manual,5.0,Compact,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.1,12160.0
3.0,55.0,104160.0,Manual,5.0,Compact,Opel Corsa,Diesel,front,1163.0,Metallic,Cloth,3.8,12240.0
3.0,55.0,129617.0,Manual,5.0,Sedans,Opel Corsa,Diesel,front,1163.0,Metallic,Cloth,5.3,12400.0
3.0,70.0,144260.0,Manual,5.0,Sedans,Opel Corsa,Diesel,front,1163.0,Metallic,Cloth,5.3,12240.0
3.0,51.0,10000.0,Manual,5.0,Sedans,Opel Corsa,Benzine,front,1135.0,Metallic,Cloth,5.6,12240.0
3.0,70.0,144260.0,Manual,5.0,Sedans,Opel Corsa,Diesel,front,1163.0,Metallic,Cloth,5.3,12240.0
3.0,55.0,117018.0,Manual,5.0,Sedans,Opel Corsa,Diesel,front,1163.0,Metallic,Cloth,5.3,12240.0
3.0,55.0,117018.0,Manual,5.0,Sedans,Opel Corsa,Diesel,front,1163.0,Metallic,Cloth,5.3,12240.0
0.0,40.0,142.0,Manual,5.0,Compact,Opel Corsa,Benzine,front,840.0,Metallic,Cloth,5.6,12240.0
3.0,51.0,51000.0,Manual,5.0,Compact,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.4,12240.0
3.0,51.0,15900.0,Manual,5.0,Compact,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.4,12240.0
3.0,51.0,137058.0,Manual,5.0,Sedans,Opel Corsa,Diesel,front,1163.0,Metallic,Cloth,5.3,12240.0
3.0,66.0,58600.0,Manual,5.0,Compact,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.2,12480.0
2.0,52.0,45065.0,Manual,5.0,Sedans,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.3,12608.0
3.0,51.0,39990.0,Manual,5.0,Compact,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.4,12720.0
3.0,71.0,108757.0,Manual,5.0,Compact,Opel Corsa,Diesel,front,1125.0,Metallic,Cloth,3.3,12720.0
3.0,55.0,90000.0,Manual,5.0,Sedans,Opel Corsa,Diesel,front,1237.0,Metallic,Cloth,3.8,12720.0
3.0,51.0,39240.0,Manual,5.0,Compact,Opel Corsa,Benzine,front,1163.0,Metallic,Cloth,5.6,12720.0
